function	Agabi_varbisH97_2	Acain1	Aciri1_iso	Acrchr1	Amore1	Armcep1	Armosto1	Artbe1	Arxad1	Ascim1	Ascsa1	Aspacu1	Aspbom1	Aspca3	Aspcam1	Aspcl1	Aspeuc1	Asphet1	Aspnov1	Aspoch1	Aspor1	Aspscl1	Aspste1	Aspte1	Aspuda1	Bauco1	Bjead1_1	Blade1	Botbo1	Botdo1_1	Cadsp1	Canalb1	Canca1	Capep1	Capse1	Catan2	Cenge3	Cersu1	Clafu1	Clalu1_2	Clasph1	CocheC4_1	CocheC5_3	Cocim1	Cocsa1	Coere1	Colch1	Colfi1	Colgr1	Color1	Colorb1	Colsi1	Colto1	Corca1	Cryne_JEC21_1	DimcrSC1	Dotse1	EndpusZ1	Erynec1	Eutla1	Fibra1	Fomme1	Fonmo1	Fonnu1	Fusfu1	Fusgr1	Galma1	Gansp1	Glalo1	Glost2	Grocl1	Hanpo2	Hanva1_1	Hebcy2	Hetan2	Hisca1	HypCI4A_1	HypEC38_3	Hyspu1_1	Kazaf1	Kocim1	Kurca1	Linpe1	Lipst1_1	Malgl1	Malsy1_1	Marbr1	Meimi1	Metbi1	Metbi_SCcomb	Micca1	Micld1	Mixos1	Monha1	Mycfi2	Mycgr3	Nakdel1	Neodi1	Neofi1	Neoirr1	Neopa1	Neucr2	Oidma1	Ophnu1	Parbr1	Penant1	Pench1	Pencop1	Pendig1	Penfla1	Pengri1	Penita1	Pennal1	Penox1	Penpol1	Pensol1	Penste1	Pensub1	Phaal1	Phaca1	Phisc1	Phlcen1	Phlrad1	Pirfi3	PleosPC15_2	Pneji1	Pocchl1	Podan3	PosplRSB12_1	Prola1	Psehu1	Pseudest1	Psiser1	Pucst1	Pucst_PST78_1	Punst1	Pycci1	Pyrco1	Pyrtt1	Rhihy1	Rhiir2_1	RhiirA4	RhiirA5	Rhiso1	Rhoto_IFO0559_1	Rhyru1_1	Rozal_SC1	Sacce1	Schoc1	Schpo1	Sclsc1	Sepmu1	Seppo1	SerlaS7_9_2	Settu3	Spapa3	Spipu1	Spore1	Spoth2	Suilu4	Talma1_2	Tapde1_1	Terbo2	Thasp1	Thite2	Torde1	Trave1	Treen1	Treme1	Trias2479	Triat2	Trire2	TriviGv29_8_2	Triver1	Tubma1	Tubme1v2	Uncre1	Ustvir1	Venpi1	Veral1	Verda1	Zygro1	Zymar1	Aspfu1-cluster	Aspni7-cluster	Blugr2-cluster	Lodelo1-cluster	Rhoto_IFO0880_2-cluster	Tubae1-cluster	YarliYB420-cluster
EC:3.1.1.29	4	1	3	3	2	3	3	0	2	3	3	1	2	2	2	2	1	1	2	2	3	1	1	2	3	2	2	3	1	2	3	4	2	3	2	4	0	1	2	3	3	1	2	2	2	2	3	4	3	3	3	3	3	1	1	4	2	2	3	1	2	3	2	2	2	1	3	2	3	2	3	2	3	3	3	1	3	2	2	2	2	2	1	3	2	2	2	2	4	3	2	3	2	3	3	1	3	3	2	0	3	3	3	3	2	3	2	2	3	2	2	3	2	2	2	2	2	3	3	2	2	2	2	4	4	1	2	3	2	3	2	3	3	2	3	1	1	3	1	3	5	5	4	2	1	3	1	3	3	3	2	2	1	3	3	4	3	1	3	3	2	3	2	4	3	3	3	3	2	3	2	2	2	0	2	3	1	1	2	1	2	2	3	2	2	3	2	2	2	2
EC:3.1.1.3	8	3	5	11	6	21	21	5	4	5	8	7	24	6	5	6	6	7	5	4	4	5	5	5	21	6	6	8	9	6	8	14	5	17	11	18	6	4	6	8	16	8	8	5	9	3	18	40	6	19	20	26	22	8	4	6	6	6	4	2	4	5	21	21	6	6	7	6	4	7	6	5	4	8	6	5	7	6	7	5	6	9	7	6	3	4	6	3	7	6	5	6	5	4	4	6	4	22	5	2	7	8	8	14	4	22	6	12	11	20	18	14	21	8	14	20	25	25	6	5	9	7	21	8	5	1	29	12	7	11	4	6	36	5	6	5	7	6	7	7	21	7	7	11	5	6	3	5	6	5	7	7	6	8	18	9	7	4	6	13	7	1	6	13	7	5	6	8	5	8	6	5	6	5	7	8	3	8	5	4	4	5	4	5	5	6	6	6	6	19
EC:3.1.1.31	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	0	4	2	2	1	1	0	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	3	6	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	2	1	1	1	1	1	0	0	1	1	1	1	3	1	1	1	1	1	1	1	2
EC:3.1.1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.1.4	0	0	0	1	1	2	3	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	3	0	0	0	0	0	1	35	0	1	1	3	1	0	0	9	0	4	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	1	0	0	1	1	2	0	1	1	1	1	2	3	0	2	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	4	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	4	0	1	0	0	0	0	0	0	0	1	0	1	3	0
EC:3.1.1.45	1	0	1	5	1	10	9	1	1	1	1	0	8	1	0	1	0	0	0	0	1	0	0	0	9	1	1	0	1	1	1	3	1	10	12	1	1	1	1	1	10	1	1	1	1	0	10	1	1	11	9	13	10	1	1	0	1	6	2	1	1	1	11	13	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	4	1	0	1	0	0	1	0	1	1	0	6	0	1	1	0	2	10	1	2	1	1	1	5	0	6	0	6	6	6	11	6	6	1	8	10	7	11	1	1	1	7	9	0	1	0	10	8	1	5	0	5	9	0	1	1	1	1	1	1	4	0	0	1	1	1	0	1	0	0	1	1	1	0	9	1	0	0	1	8	1	0	1	1	1	1	1	6	1	4	1	0	0	1	1	6	1	3	1	0	1	1	1	0	1	4	1	2	5	2
EC:3.1.1.47	15	11	12	2	8	2	2	8	9	15	16	8	1	10	7	7	8	6	10	10	16	9	12	10	1	12	29	14	19	11	17	0	10	3	3	1	32	20	12	10	4	15	18	8	15	22	4	6	11	5	4	5	5	15	10	1	18	2	1	12	13	33	4	4	6	8	17	23	13	17	5	15	5	17	18	12	12	9	14	12	1	0	30	18	7	8	15	10	12	8	12	2	8	11	16	13	0	4	9	0	9	9	15	1	12	0	10	1	1	1	2	0	0	8	1	2	0	1	6	39	13	2	2	30	26	11	4	4	21	3	12	0	1	15	1	50	11	16	16	33	0	26	25	28	10	15	18	14	17	13	13	13	11	20	5	13	26	15	8	0	8	12	12	1	9	10	22	2	14	1	16	10	16	9	13	2	5	1	16	6	6	13	10	9	8	0	7	6	2	0
EC:3.1.1.5	3	4	5	6	7	5	7	7	2	3	6	6	10	8	5	3	8	7	5	7	4	6	5	3	8	5	6	5	10	6	11	7	3	7	11	2	4	6	9	4	6	4	4	5	5	2	4	13	4	6	8	8	6	4	3	2	6	7	4	3	10	5	5	6	6	11	6	4	8	8	4	2	2	6	3	6	5	5	4	6	3	4	3	2	4	3	4	4	3	2	5	5	4	5	5	8	5	9	6	7	3	6	4	6	4	4	2	4	3	4	4	4	5	4	5	5	4	7	1	5	11	5	5	2	6	0	11	7	7	4	4	4	5	14	22	5	4	5	4	1	2	3	3	2	3	3	2	4	5	8	6	6	5	3	5	10	4	3	5	6	5	1	3	2	5	3	4	3	1	4	5	6	5	7	2	3	5	5	9	3	4	3	9	5	8	5	5	4	3	8
EC:3.1.1.65	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
EC:3.1.1.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.1.7	2	3	1	0	3	0	1	1	0	4	1	9	6	6	5	1	8	5	6	1	4	6	11	4	4	4	5	1	1	11	15	0	0	1	5	0	2	0	4	0	2	5	5	1	5	0	4	2	9	4	6	6	6	7	0	0	1	1	0	7	0	8	1	2	6	4	7	2	7	5	2	0	0	2	2	1	6	6	5	0	0	1	0	1	0	0	8	1	0	0	2	0	1	1	6	2	0	2	5	0	12	4	14	1	2	4	5	1	1	2	3	2	3	3	2	2	5	2	3	2	14	1	5	1	5	0	3	4	0	1	0	2	10	1	0	2	1	4	3	1	0	0	0	5	1	6	0	0	0	0	3	4	5	5	1	0	1	1	3	0	5	3	1	1	5	0	1	0	0	0	4	5	7	3	0	0	2	0	11	5	4	0	3	1	9	0	4	0	0	0
EC:3.1.1.72	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	7	0	5	5	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	8	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.1.73	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	13	0	0	0	0	0	8	8	0	10	8	17	14	0	0	17	0	2	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	1	0	4	0	2	2	3	2	2	2	0	4	5	5	4	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.1.74	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	10	11	0	14	12	16	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	3	0	1	1	5	2	1	3	0	3	4	2	5	0	0	0	0	0	0	0	0	6	5	0	1	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0
EC:3.1.1.8	0	3	0	1	0	9	13	1	1	0	1	3	2	5	0	1	4	3	2	1	5	5	2	3	5	2	0	1	1	3	10	0	0	1	2	0	3	1	3	0	2	2	2	1	1	0	6	9	3	3	9	6	7	11	1	0	2	1	6	1	0	0	3	2	3	3	0	0	1	4	0	0	0	0	0	1	1	1	1	0	0	1	0	2	0	1	1	0	0	0	2	0	1	1	1	3	0	6	6	0	1	4	7	0	3	5	2	1	3	3	2	5	3	1	4	7	3	6	0	0	5	2	11	1	1	0	4	4	1	1	2	2	14	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	5	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	2	1	3	1	0	0	0	0	8	3	4	0	3	2	2	5	1	1	1	1
EC:3.1.11.1	2	3	3	0	3	0	0	3	2	2	3	3	0	3	3	2	3	3	3	3	3	3	3	3	0	3	4	2	2	4	3	0	3	0	0	0	3	4	4	4	0	4	4	3	4	3	0	0	4	0	0	0	0	4	1	0	5	0	0	1	3	3	0	0	3	3	8	2	3	3	2	2	2	5	2	3	3	4	2	2	0	0	3	3	1	3	3	2	4	3	2	0	3	3	3	3	0	0	3	0	2	3	3	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	2	3	4	0	0	1	4	1	0	0	3	0	2	0	0	2	0	3	5	2	5	2	0	1	1	3	3	3	3	3	3	2	3	3	4	2	0	3	2	3	3	0	3	3	2	0	2	3	5	0	1	0	2	3	2	3	3	0	2	0	3	2	3	3	3	2	3	0	2	1	0	0
EC:3.1.11.2	0	0	0	2	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	3	4	1	0	0	0	0	3	0	0	0	0	0	2	3	0	2	2	3	2	0	0	2	0	3	2	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	6	0	0	0	2	0	2	0	1	2	1	2	2	2	0	1	2	1	2	0	0	0	2	2	0	0	0	2	3	0	4	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	1	1	3	2
EC:3.1.13.1	2	1	2	0	1	0	0	1	2	1	2	2	0	1	1	1	1	1	1	1	1	1	1	1	0	1	2	3	3	2	1	0	1	0	0	1	1	2	1	2	1	3	2	1	2	0	0	0	1	0	0	1	0	2	2	0	2	0	0	2	1	3	0	0	1	1	1	1	2	2	1	2	1	4	3	2	2	2	2	1	0	0	1	1	1	1	3	1	2	2	1	0	1	2	2	1	1	0	1	1	2	1	2	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	2	4	2	1	0	1	5	0	0	0	1	1	1	0	0	3	1	3	1	1	1	0	1	2	2	2	1	2	0	1	2	3	1	1	1	1	0	2	0	1	2	0	1	1	2	1	2	1	3	1	4	0	1	1	1	1	2	1	1	0	2	0	1	1	1	1	1	0	1	1	1	0
EC:3.1.13.4	6	4	6	3	6	2	2	9	7	10	9	5	3	4	8	7	6	5	6	6	8	5	7	9	4	6	6	10	7	8	7	2	5	3	3	5	4	4	7	6	3	6	6	9	7	5	2	6	5	4	4	4	2	7	4	8	7	3	2	3	4	4	3	3	8	6	8	9	7	8	6	6	5	6	4	7	7	6	8	7	2	3	9	6	4	4	7	4	6	6	9	3	4	7	10	8	3	2	8	4	6	7	6	3	6	4	6	3	3	3	3	2	3	7	3	3	2	3	5	5	8	2	2	3	4	5	2	3	5	2	4	3	2	6	3	4	5	10	6	5	4	12	11	6	7	7	3	6	10	9	7	6	6	5	3	6	9	4	6	2	9	5	10	6	7	5	6	3	6	2	6	6	7	8	7	3	5	0	5	5	7	7	8	7	8	3	6	4	3	2
EC:3.1.2.1	0	0	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	2	1	1	1	1	0	1	1	2	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1
EC:3.1.2.12	1	1	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1
EC:3.1.2.15	14	13	14	0	15	0	0	15	16	13	15	17	0	17	17	15	15	16	16	19	16	17	18	17	0	15	15	23	19	16	17	0	14	0	0	0	17	13	17	14	0	15	17	17	16	15	0	20	13	0	0	0	0	19	14	16	14	0	0	12	14	15	0	0	14	15	20	16	16	15	13	17	16	17	14	15	14	14	16	20	0	0	27	18	11	10	16	13	16	16	17	0	11	14	15	13	0	0	16	0	13	23	16	0	16	0	17	0	0	0	0	0	0	15	0	0	0	0	13	9	15	0	0	37	15	11	0	0	14	0	13	0	0	14	0	13	15	16	15	16	0	33	26	15	15	17	15	21	18	17	17	15	16	15	0	18	16	13	15	0	17	9	16	0	14	15	13	0	13	0	14	15	15	16	17	0	14	0	17	12	12	17	15	14	17	0	7	10	0	0
EC:3.1.2.16	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	3	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	2	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	2	2	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0
EC:3.1.2.2	1	1	2	1	0	0	0	1	0	2	1	1	2	1	1	1	2	1	2	1	1	1	3	3	2	1	0	2	1	1	2	1	1	2	3	0	1	1	3	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	5	5	1	1	0	0	1	1	1	0	0	2	1	1	1	1	1	1	0	1	2	1	0	0	1	1	3	2	1	0	2	3	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	2	2	4	2	1	1	1	1	0	0	1	1	0	0	1	0	0	1	2	0	3	0	0	1	1	1	1	0	1	1	1	1	1	2	1	0	0	1	1	1	1	1	4	0	1	2	0	0	1	1	0	2	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	2	2	2	1	1	2	1	1	0
EC:3.1.2.22	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
EC:3.1.2.4	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	2	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1
EC:3.1.2.6	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	1	0	2	3	2	0	1	2	2	1	2	1	1	1	3	1	1	2	2	3	1	2	1	1	2	2	2	1	1	2	2	3	1	3	2	2	2	2	1	3	1	2	1	0	1	1	0	0	3	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	2	2	2	5	2	7	2	2	0	3	3	2	2	2	4	2	5	2	2	2	1	2	1	2	2	1	2	2	1	2	3	2	1	2	1	3	2	2	1	2	2	1	2	3	4	2	2	1	1	1	1	2	1	2	1	1	1	1	3	1	3	1	2	2	1	1	3	2	1	1	2	1	1	1	1	3	2	1	1	1	1	0	0	2	2	1	1	2	2	1	1	1	3	1
EC:3.1.21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.21.3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
EC:3.1.21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
